ds,y,crop,market
2023-11-21,5774.4,mustard,patna
2023-11-22,5701.44,mustard,patna
2023-11-23,5663.31,mustard,patna
2023-11-24,5732.37,mustard,patna
2023-11-25,5763.92,mustard,patna
2023-11-26,5622.99,mustard,patna
2023-11-27,5698.15,mustard,patna
2023-11-28,5586.43,mustard,patna
2023-11-29,5621.91,mustard,patna
2023-11-30,5687.29,mustard,patna
2023-12-01,5802.92,mustard,patna
2023-12-02,5721.78,mustard,patna
2023-12-03,5746.09,mustard,patna
2023-12-04,5820.44,mustard,patna
2023-12-05,5847.92,mustard,patna
2023-12-06,5828.88,mustard,patna
2023-12-07,6005.11,mustard,patna
2023-12-08,5901.69,mustard,patna
2023-12-09,5938.66,mustard,patna
2023-12-10,5921.47,mustard,patna
2023-12-11,5973.46,mustard,patna
2023-12-12,6017.16,mustard,patna
2023-12-13,6035.01,mustard,patna
2023-12-14,5890.39,mustard,patna
2023-12-15,5976.69,mustard,patna
2023-12-16,5925.93,mustard,patna
2023-12-17,5925.45,mustard,patna
2023-12-18,5840.58,mustard,patna
2023-12-19,5807.89,mustard,patna
2023-12-20,5842.12,mustard,patna
2023-12-21,5816.78,mustard,patna
2023-12-22,5826.25,mustard,patna
2023-12-23,5730.2,mustard,patna
2023-12-24,5696.71,mustard,patna
2023-12-25,5555.47,mustard,patna
2023-12-26,5595.67,mustard,patna
2023-12-27,5661.72,mustard,patna
2023-12-28,5627.56,mustard,patna
2023-12-29,5742.96,mustard,patna
2023-12-30,5641.06,mustard,patna
2023-12-31,5704.64,mustard,patna
2024-01-01,5729.18,mustard,patna
2024-01-02,5845.49,mustard,patna
2024-01-03,5771.55,mustard,patna
2024-01-04,5855.6,mustard,patna
2024-01-05,5865.97,mustard,patna
2024-01-06,5927.01,mustard,patna
2024-01-07,5942.82,mustard,patna
2024-01-08,5908.68,mustard,patna
2024-01-09,5826.71,mustard,patna
2024-01-10,5911.3,mustard,patna
2024-01-11,5921.29,mustard,patna
2024-01-12,5930.75,mustard,patna
2024-01-13,5861.65,mustard,patna
2024-01-14,5947.19,mustard,patna
2024-01-15,5863.14,mustard,patna
2024-01-16,5786.33,mustard,patna
2024-01-17,5783.97,mustard,patna
2024-01-18,5886.23,mustard,patna
2024-01-19,5787.65,mustard,patna
2024-01-20,5780.86,mustard,patna
2024-01-21,5640.26,mustard,patna
2024-01-22,5637.31,mustard,patna
2024-01-23,5619.55,mustard,patna
2024-01-24,5653.89,mustard,patna
2024-01-25,5626.25,mustard,patna
2024-01-26,5606.59,mustard,patna
2024-01-27,5616.8,mustard,patna
2024-01-28,5601.82,mustard,patna
2024-01-29,5649.16,mustard,patna
2024-01-30,5738.02,mustard,patna
2024-01-31,5614.62,mustard,patna
2024-02-01,5740.23,mustard,patna
2024-02-02,5821.55,mustard,patna
2024-02-03,5760.02,mustard,patna
2024-02-04,5764.24,mustard,patna
2024-02-05,5865.05,mustard,patna
2024-02-06,5777.61,mustard,patna
2024-02-07,5843.77,mustard,patna
2024-02-08,5796.15,mustard,patna
2024-02-09,5753.38,mustard,patna
2024-02-10,5845.1,mustard,patna
2024-02-11,5775.52,mustard,patna
2024-02-12,5830.48,mustard,patna
2024-02-13,5873.63,mustard,patna
2024-02-14,5891.22,mustard,patna
2024-02-15,5767.95,mustard,patna
2024-02-16,5790.11,mustard,patna
2024-02-17,5726.04,mustard,patna
2024-02-18,5653.05,mustard,patna
2024-02-19,5539.44,mustard,patna
2024-02-20,5708.25,mustard,patna
2024-02-21,5537.9,mustard,patna
2024-02-22,5652.67,mustard,patna
2024-02-23,5592.07,mustard,patna
2024-02-24,5500.18,mustard,patna
2024-02-25,5567.98,mustard,patna
2024-02-26,5670.73,mustard,patna
2024-02-27,5645.88,mustard,patna
2024-02-28,5546.12,mustard,patna
2024-02-29,5552.29,mustard,patna
2024-03-01,5617.41,mustard,patna
2024-03-02,5625.56,mustard,patna
2024-03-03,5724.59,mustard,patna
2024-03-04,5723.22,mustard,patna
2024-03-05,5612.22,mustard,patna
2024-03-06,5750.97,mustard,patna
2024-03-07,5733.0,mustard,patna
2024-03-08,5757.77,mustard,patna
2024-03-09,5777.39,mustard,patna
2024-03-10,5832.19,mustard,patna
2024-03-11,5816.96,mustard,patna
2024-03-12,5713.22,mustard,patna
2024-03-13,5737.11,mustard,patna
2024-03-14,5696.63,mustard,patna
2024-03-15,5605.55,mustard,patna
2024-03-16,5665.46,mustard,patna
2024-03-17,5744.06,mustard,patna
2024-03-18,5518.38,mustard,patna
2024-03-19,5581.19,mustard,patna
2024-03-20,5550.58,mustard,patna
2024-03-21,5542.98,mustard,patna
2024-03-22,5451.05,mustard,patna
2024-03-23,5406.69,mustard,patna
2024-03-24,5395.27,mustard,patna
2024-03-25,5535.73,mustard,patna
2024-03-26,5405.59,mustard,patna
2024-03-27,5434.94,mustard,patna
2024-03-28,5586.38,mustard,patna
2024-03-29,5443.39,mustard,patna
2024-03-30,5520.0,mustard,patna
2024-03-31,5580.43,mustard,patna
2024-04-01,5600.88,mustard,patna
2024-04-02,5496.08,mustard,patna
2024-04-03,5554.41,mustard,patna
2024-04-04,5633.45,mustard,patna
2024-04-05,5743.81,mustard,patna
2024-04-06,5613.41,mustard,patna
2024-04-07,5641.54,mustard,patna
2024-04-08,5700.27,mustard,patna
2024-04-09,5714.4,mustard,patna
2024-04-10,5715.25,mustard,patna
2024-04-11,5623.18,mustard,patna
2024-04-12,5627.0,mustard,patna
2024-04-13,5649.75,mustard,patna
2024-04-14,5684.79,mustard,patna
2024-04-15,5576.4,mustard,patna
2024-04-16,5560.17,mustard,patna
2024-04-17,5475.71,mustard,patna
2024-04-18,5605.39,mustard,patna
2024-04-19,5483.4,mustard,patna
2024-04-20,5508.55,mustard,patna
2024-04-21,5428.65,mustard,patna
2024-04-22,5413.69,mustard,patna
2024-04-23,5313.45,mustard,patna
2024-04-24,5270.09,mustard,patna
2024-04-25,5455.34,mustard,patna
2024-04-26,5394.58,mustard,patna
2024-04-27,5410.89,mustard,patna
2024-04-28,5345.06,mustard,patna
2024-04-29,5382.57,mustard,patna
2024-04-30,5512.54,mustard,patna
2024-05-01,5574.06,mustard,patna
2024-05-02,5469.64,mustard,patna
2024-05-03,5566.26,mustard,patna
2024-05-04,5564.16,mustard,patna
2024-05-05,5569.2,mustard,patna
2024-05-06,5696.53,mustard,patna
2024-05-07,5584.4,mustard,patna
2024-05-08,5687.37,mustard,patna
2024-05-09,5644.55,mustard,patna
2024-05-10,5621.49,mustard,patna
2024-05-11,5691.13,mustard,patna
2024-05-12,5619.52,mustard,patna
2024-05-13,5581.3,mustard,patna
2024-05-14,5641.34,mustard,patna
2024-05-15,5609.76,mustard,patna
2024-05-16,5580.48,mustard,patna
2024-05-17,5272.75,mustard,patna
2024-05-18,5483.04,mustard,patna
2024-05-19,5444.0,mustard,patna
2024-05-20,5406.28,mustard,patna
2024-05-21,5420.99,mustard,patna
2024-05-22,5385.32,mustard,patna
2024-05-23,5396.79,mustard,patna
2024-05-24,5338.75,mustard,patna
2024-05-25,5435.58,mustard,patna
2024-05-26,5401.41,mustard,patna
2024-05-27,5399.27,mustard,patna
2024-05-28,5412.42,mustard,patna
2024-05-29,5469.04,mustard,patna
2024-05-30,5485.1,mustard,patna
2024-05-31,5448.59,mustard,patna
2024-06-01,5536.38,mustard,patna
2024-06-02,5518.68,mustard,patna
2024-06-03,5640.6,mustard,patna
2024-06-04,5619.35,mustard,patna
2024-06-05,5545.1,mustard,patna
2024-06-06,5724.07,mustard,patna
2024-06-07,5491.78,mustard,patna
2024-06-08,5648.61,mustard,patna
2024-06-09,5575.83,mustard,patna
2024-06-10,5712.62,mustard,patna
2024-06-11,5612.64,mustard,patna
2024-06-12,5539.86,mustard,patna
2024-06-13,5549.47,mustard,patna
2024-06-14,5502.19,mustard,patna
2024-06-15,5499.72,mustard,patna
2024-06-16,5472.41,mustard,patna
2024-06-17,5423.19,mustard,patna
2024-06-18,5454.61,mustard,patna
2024-06-19,5438.89,mustard,patna
2024-06-20,5343.6,mustard,patna
2024-06-21,5292.49,mustard,patna
2024-06-22,5391.07,mustard,patna
2024-06-23,5398.96,mustard,patna
2024-06-24,5411.3,mustard,patna
2024-06-25,5408.61,mustard,patna
2024-06-26,5477.4,mustard,patna
2024-06-27,5463.32,mustard,patna
2024-06-28,5577.73,mustard,patna
2024-06-29,5626.13,mustard,patna
2024-06-30,5386.52,mustard,patna
2024-07-01,5391.23,mustard,patna
2024-07-02,5540.58,mustard,patna
2024-07-03,5596.5,mustard,patna
2024-07-04,5590.11,mustard,patna
2024-07-05,5655.21,mustard,patna
2024-07-06,5619.72,mustard,patna
2024-07-07,5609.61,mustard,patna
2024-07-08,5625.76,mustard,patna
2024-07-09,5646.84,mustard,patna
2024-07-10,5700.89,mustard,patna
2024-07-11,5619.0,mustard,patna
2024-07-12,5616.29,mustard,patna
2024-07-13,5645.78,mustard,patna
2024-07-14,5582.43,mustard,patna
2024-07-15,5631.46,mustard,patna
2024-07-16,5495.02,mustard,patna
2024-07-17,5458.68,mustard,patna
2024-07-18,5514.75,mustard,patna
2024-07-19,5499.39,mustard,patna
2024-07-20,5412.14,mustard,patna
2024-07-21,5520.42,mustard,patna
2024-07-22,5544.17,mustard,patna
2024-07-23,5400.99,mustard,patna
2024-07-24,5520.24,mustard,patna
2024-07-25,5316.02,mustard,patna
2024-07-26,5520.27,mustard,patna
2024-07-27,5432.9,mustard,patna
2024-07-28,5557.03,mustard,patna
2024-07-29,5477.11,mustard,patna
2024-07-30,5555.19,mustard,patna
2024-07-31,5544.6,mustard,patna
2024-08-01,5607.63,mustard,patna
2024-08-02,5749.12,mustard,patna
2024-08-03,5669.34,mustard,patna
2024-08-04,5814.84,mustard,patna
2024-08-05,5696.86,mustard,patna
2024-08-06,5814.54,mustard,patna
2024-08-07,5652.11,mustard,patna
2024-08-08,5729.18,mustard,patna
2024-08-09,5713.25,mustard,patna
2024-08-10,5819.72,mustard,patna
2024-08-11,5732.85,mustard,patna
2024-08-12,5591.13,mustard,patna
2024-08-13,5613.92,mustard,patna
2024-08-14,5608.0,mustard,patna
2024-08-15,5691.62,mustard,patna
2024-08-16,5661.09,mustard,patna
2024-08-17,5578.07,mustard,patna
2024-08-18,5544.52,mustard,patna
2024-08-19,5597.55,mustard,patna
2024-08-20,5483.72,mustard,patna
2024-08-21,5563.65,mustard,patna
2024-08-22,5557.02,mustard,patna
2024-08-23,5525.14,mustard,patna
2024-08-24,5571.49,mustard,patna
2024-08-25,5570.02,mustard,patna
2024-08-26,5611.49,mustard,patna
2024-08-27,5534.71,mustard,patna
2024-08-28,5669.18,mustard,patna
2024-08-29,5721.46,mustard,patna
2024-08-30,5713.46,mustard,patna
2024-08-31,5759.68,mustard,patna
2024-09-01,5750.21,mustard,patna
2024-09-02,5832.6,mustard,patna
2024-09-03,5811.15,mustard,patna
2024-09-04,5764.2,mustard,patna
2024-09-05,5887.29,mustard,patna
2024-09-06,5761.74,mustard,patna
2024-09-07,5870.96,mustard,patna
2024-09-08,5832.42,mustard,patna
2024-09-09,5821.63,mustard,patna
2024-09-10,5843.54,mustard,patna
2024-09-11,5778.64,mustard,patna
2024-09-12,5826.05,mustard,patna
2024-09-13,5778.91,mustard,patna
2024-09-14,5718.56,mustard,patna
2024-09-15,5802.82,mustard,patna
2024-09-16,5718.36,mustard,patna
2024-09-17,5721.97,mustard,patna
2024-09-18,5748.69,mustard,patna
2024-09-19,5735.5,mustard,patna
2024-09-20,5682.99,mustard,patna
2024-09-21,5632.46,mustard,patna
2024-09-22,5574.11,mustard,patna
2024-09-23,5673.38,mustard,patna
2024-09-24,5736.87,mustard,patna
2024-09-25,5715.71,mustard,patna
2024-09-26,5530.53,mustard,patna
2024-09-27,5794.91,mustard,patna
2024-09-28,5827.65,mustard,patna
2024-09-29,5790.37,mustard,patna
2024-09-30,5891.79,mustard,patna
2024-10-01,5901.26,mustard,patna
2024-10-02,5855.97,mustard,patna
2024-10-03,5987.18,mustard,patna
2024-10-04,5866.88,mustard,patna
2024-10-05,5947.82,mustard,patna
2024-10-06,5951.29,mustard,patna
2024-10-07,5917.79,mustard,patna
2024-10-08,5977.48,mustard,patna
2024-10-09,6024.99,mustard,patna
2024-10-10,6008.74,mustard,patna
2024-10-11,5962.86,mustard,patna
2024-10-12,5809.35,mustard,patna
2024-10-13,5806.36,mustard,patna
2024-10-14,5864.98,mustard,patna
2024-10-15,5829.91,mustard,patna
2024-10-16,5781.51,mustard,patna
2024-10-17,5893.07,mustard,patna
2024-10-18,5776.77,mustard,patna
2024-10-19,5787.64,mustard,patna
2024-10-20,5803.88,mustard,patna
2024-10-21,5749.66,mustard,patna
2024-10-22,5891.85,mustard,patna
2024-10-23,5705.94,mustard,patna
2024-10-24,5737.99,mustard,patna
2024-10-25,5738.02,mustard,patna
2024-10-26,5898.54,mustard,patna
2024-10-27,5882.73,mustard,patna
2024-10-28,5836.97,mustard,patna
2024-10-29,5848.79,mustard,patna
2024-10-30,6001.84,mustard,patna
2024-10-31,5973.7,mustard,patna
2024-11-01,6057.16,mustard,patna
2024-11-02,5998.66,mustard,patna
2024-11-03,6048.22,mustard,patna
2024-11-04,6049.74,mustard,patna
2024-11-05,6006.59,mustard,patna
2024-11-06,6034.97,mustard,patna
2024-11-07,5974.05,mustard,patna
2024-11-08,6057.19,mustard,patna
2024-11-09,6057.73,mustard,patna
2024-11-10,6051.9,mustard,patna
2024-11-11,6012.28,mustard,patna
2024-11-12,5944.39,mustard,patna
2024-11-13,6011.38,mustard,patna
2024-11-14,5949.62,mustard,patna
2024-11-15,5952.56,mustard,patna
2024-11-16,5933.92,mustard,patna
2024-11-17,5828.38,mustard,patna
2024-11-18,5841.98,mustard,patna
2024-11-19,5853.46,mustard,patna
2024-11-20,5743.22,mustard,patna
2024-11-21,5745.6,mustard,patna
2024-11-22,5742.87,mustard,patna
2024-11-23,5820.48,mustard,patna
2024-11-24,5825.05,mustard,patna
2024-11-25,5785.55,mustard,patna
2024-11-26,5897.13,mustard,patna
2024-11-27,5910.31,mustard,patna
2024-11-28,6008.37,mustard,patna
2024-11-29,6081.78,mustard,patna
2024-11-30,6022.65,mustard,patna
2024-12-01,5983.33,mustard,patna
2024-12-02,6077.93,mustard,patna
2024-12-03,6059.3,mustard,patna
2024-12-04,6057.03,mustard,patna
2024-12-05,6028.83,mustard,patna
2024-12-06,6050.97,mustard,patna
2024-12-07,6061.28,mustard,patna
2024-12-08,6104.39,mustard,patna
2024-12-09,6072.4,mustard,patna
2024-12-10,6124.54,mustard,patna
2024-12-11,6037.67,mustard,patna
2024-12-12,5997.99,mustard,patna
2024-12-13,5930.64,mustard,patna
2024-12-14,5863.2,mustard,patna
2024-12-15,5862.82,mustard,patna
2024-12-16,5831.82,mustard,patna
2024-12-17,5708.89,mustard,patna
2024-12-18,5777.87,mustard,patna
2024-12-19,5909.92,mustard,patna
2024-12-20,5835.88,mustard,patna
2024-12-21,5794.3,mustard,patna
2024-12-22,5841.92,mustard,patna
2024-12-23,5722.9,mustard,patna
2024-12-24,5861.06,mustard,patna
2024-12-25,5935.18,mustard,patna
2024-12-26,5880.91,mustard,patna
2024-12-27,5815.02,mustard,patna
2024-12-28,5915.75,mustard,patna
2024-12-29,6034.86,mustard,patna
2024-12-30,6003.47,mustard,patna
2024-12-31,5933.62,mustard,patna
2025-01-01,6160.84,mustard,patna
2025-01-02,5976.38,mustard,patna
2025-01-03,6041.72,mustard,patna
2025-01-04,6002.31,mustard,patna
2025-01-05,6000.97,mustard,patna
2025-01-06,6025.97,mustard,patna
2025-01-07,6073.26,mustard,patna
2025-01-08,6091.71,mustard,patna
2025-01-09,5977.68,mustard,patna
2025-01-10,5918.16,mustard,patna
2025-01-11,5972.49,mustard,patna
2025-01-12,5945.32,mustard,patna
2025-01-13,5901.77,mustard,patna
2025-01-14,5876.02,mustard,patna
2025-01-15,5829.23,mustard,patna
2025-01-16,5818.68,mustard,patna
2025-01-17,5785.34,mustard,patna
2025-01-18,5841.11,mustard,patna
2025-01-19,5897.09,mustard,patna
2025-01-20,5782.3,mustard,patna
2025-01-21,5775.56,mustard,patna
2025-01-22,5798.85,mustard,patna
2025-01-23,5762.34,mustard,patna
2025-01-24,5858.52,mustard,patna
2025-01-25,5861.94,mustard,patna
2025-01-26,5838.05,mustard,patna
2025-01-27,5935.44,mustard,patna
2025-01-28,5911.48,mustard,patna
2025-01-29,5880.48,mustard,patna
2025-01-30,5974.22,mustard,patna
2025-01-31,5985.59,mustard,patna
2025-02-01,6038.8,mustard,patna
2025-02-02,6040.18,mustard,patna
2025-02-03,5991.48,mustard,patna
2025-02-04,5968.88,mustard,patna
2025-02-05,5986.62,mustard,patna
2025-02-06,5992.75,mustard,patna
2025-02-07,5980.67,mustard,patna
2025-02-08,5947.69,mustard,patna
2025-02-09,5899.81,mustard,patna
2025-02-10,5930.97,mustard,patna
2025-02-11,5809.2,mustard,patna
2025-02-12,5952.78,mustard,patna
2025-02-13,5829.67,mustard,patna
2025-02-14,5699.26,mustard,patna
2025-02-15,5748.35,mustard,patna
2025-02-16,5761.76,mustard,patna
2025-02-17,5686.04,mustard,patna
2025-02-18,5614.41,mustard,patna
2025-02-19,5636.52,mustard,patna
2025-02-20,5726.14,mustard,patna
2025-02-21,5607.87,mustard,patna
2025-02-22,5637.61,mustard,patna
2025-02-23,5764.02,mustard,patna
2025-02-24,5742.75,mustard,patna
2025-02-25,5739.51,mustard,patna
2025-02-26,5774.54,mustard,patna
2025-02-27,5744.82,mustard,patna
2025-02-28,5875.13,mustard,patna
2025-03-01,5824.58,mustard,patna
2025-03-02,5856.59,mustard,patna
2025-03-03,5918.01,mustard,patna
2025-03-04,5892.79,mustard,patna
2025-03-05,5870.7,mustard,patna
2025-03-06,5796.95,mustard,patna
2025-03-07,5917.83,mustard,patna
2025-03-08,5887.82,mustard,patna
2025-03-09,5835.96,mustard,patna
2025-03-10,5784.08,mustard,patna
2025-03-11,5815.22,mustard,patna
2025-03-12,5812.02,mustard,patna
2025-03-13,5760.88,mustard,patna
2025-03-14,5815.51,mustard,patna
2025-03-15,5735.28,mustard,patna
2025-03-16,5664.03,mustard,patna
2025-03-17,5687.31,mustard,patna
2025-03-18,5630.39,mustard,patna
2025-03-19,5616.14,mustard,patna
2025-03-20,5676.31,mustard,patna
2025-03-21,5552.64,mustard,patna
2025-03-22,5606.0,mustard,patna
2025-03-23,5678.26,mustard,patna
2025-03-24,5642.86,mustard,patna
2025-03-25,5622.86,mustard,patna
2025-03-26,5569.96,mustard,patna
2025-03-27,5561.91,mustard,patna
2025-03-28,5825.15,mustard,patna
2025-03-29,5752.13,mustard,patna
2025-03-30,5726.08,mustard,patna
2025-03-31,5798.18,mustard,patna
2025-04-01,5744.28,mustard,patna
2025-04-02,5791.44,mustard,patna
2025-04-03,5766.25,mustard,patna
2025-04-04,5743.25,mustard,patna
2025-04-05,5702.57,mustard,patna
2025-04-06,5722.2,mustard,patna
2025-04-07,5852.61,mustard,patna
2025-04-08,5723.63,mustard,patna
2025-04-09,5784.61,mustard,patna
2025-04-10,5781.79,mustard,patna
2025-04-11,5701.78,mustard,patna
2025-04-12,5655.0,mustard,patna
2025-04-13,5649.33,mustard,patna
2025-04-14,5590.91,mustard,patna
2025-04-15,5654.19,mustard,patna
2025-04-16,5668.72,mustard,patna
2025-04-17,5627.04,mustard,patna
2025-04-18,5415.72,mustard,patna
2025-04-19,5502.22,mustard,patna
2025-04-20,5524.37,mustard,patna
2025-04-21,5553.2,mustard,patna
2025-04-22,5441.75,mustard,patna
2025-04-23,5454.86,mustard,patna
2025-04-24,5640.88,mustard,patna
2025-04-25,5559.89,mustard,patna
2025-04-26,5532.84,mustard,patna
2025-04-27,5579.17,mustard,patna
2025-04-28,5686.62,mustard,patna
2025-04-29,5644.04,mustard,patna
2025-04-30,5724.44,mustard,patna
2025-05-01,5675.91,mustard,patna
2025-05-02,5648.22,mustard,patna
2025-05-03,5832.03,mustard,patna
2025-05-04,5779.77,mustard,patna
2025-05-05,5738.1,mustard,patna
2025-05-06,5720.77,mustard,patna
2025-05-07,5817.65,mustard,patna
2025-05-08,5752.38,mustard,patna
2025-05-09,5761.52,mustard,patna
2025-05-10,5641.65,mustard,patna
2025-05-11,5649.59,mustard,patna
2025-05-12,5640.85,mustard,patna
2025-05-13,5560.46,mustard,patna
2025-05-14,5558.68,mustard,patna
2025-05-15,5507.41,mustard,patna
2025-05-16,5540.44,mustard,patna
2025-05-17,5429.07,mustard,patna
2025-05-18,5521.43,mustard,patna
2025-05-19,5500.76,mustard,patna
2025-05-20,5471.89,mustard,patna
2025-05-21,5512.9,mustard,patna
2025-05-22,5478.67,mustard,patna
2025-05-23,5477.43,mustard,patna
2025-05-24,5564.02,mustard,patna
2025-05-25,5589.62,mustard,patna
2025-05-26,5555.03,mustard,patna
2025-05-27,5577.15,mustard,patna
2025-05-28,5626.59,mustard,patna
2025-05-29,5632.06,mustard,patna
2025-05-30,5769.82,mustard,patna
2025-05-31,5723.58,mustard,patna
2025-06-01,5723.05,mustard,patna
2025-06-02,5682.16,mustard,patna
2025-06-03,5779.97,mustard,patna
2025-06-04,5705.97,mustard,patna
2025-06-05,5698.39,mustard,patna
2025-06-06,5766.12,mustard,patna
2025-06-07,5729.41,mustard,patna
2025-06-08,5550.74,mustard,patna
2025-06-09,5656.78,mustard,patna
2025-06-10,5647.15,mustard,patna
2025-06-11,5595.23,mustard,patna
2025-06-12,5596.45,mustard,patna
2025-06-13,5463.05,mustard,patna
2025-06-14,5384.21,mustard,patna
2025-06-15,5467.0,mustard,patna
2025-06-16,5521.18,mustard,patna
2025-06-17,5318.27,mustard,patna
2025-06-18,5444.7,mustard,patna
2025-06-19,5386.5,mustard,patna
2025-06-20,5485.77,mustard,patna
2025-06-21,5619.13,mustard,patna
2025-06-22,5516.8,mustard,patna
2025-06-23,5544.41,mustard,patna
2025-06-24,5621.46,mustard,patna
2025-06-25,5603.82,mustard,patna
2025-06-26,5619.41,mustard,patna
2025-06-27,5710.84,mustard,patna
2025-06-28,5713.34,mustard,patna
2025-06-29,5728.51,mustard,patna
2025-06-30,5726.97,mustard,patna
2025-07-01,5733.37,mustard,patna
2025-07-02,5815.79,mustard,patna
2025-07-03,5754.42,mustard,patna
2025-07-04,5842.63,mustard,patna
2025-07-05,5713.7,mustard,patna
2025-07-06,5841.19,mustard,patna
2025-07-07,5774.46,mustard,patna
2025-07-08,5677.22,mustard,patna
2025-07-09,5737.19,mustard,patna
2025-07-10,5649.87,mustard,patna
2025-07-11,5662.78,mustard,patna
2025-07-12,5609.53,mustard,patna
2025-07-13,5605.57,mustard,patna
2025-07-14,5643.61,mustard,patna
2025-07-15,5602.68,mustard,patna
2025-07-16,5498.86,mustard,patna
2025-07-17,5493.57,mustard,patna
2025-07-18,5564.22,mustard,patna
2025-07-19,5570.91,mustard,patna
2025-07-20,5523.34,mustard,patna
2025-07-21,5661.8,mustard,patna
2025-07-22,5637.82,mustard,patna
2025-07-23,5581.74,mustard,patna
2025-07-24,5602.87,mustard,patna
2025-07-25,5658.87,mustard,patna
2025-07-26,5683.16,mustard,patna
2025-07-27,5800.56,mustard,patna
2025-07-28,5814.53,mustard,patna
2025-07-29,5788.95,mustard,patna
2025-07-30,5847.63,mustard,patna
2025-07-31,5874.76,mustard,patna
2025-08-01,5846.95,mustard,patna
2025-08-02,5874.78,mustard,patna
2025-08-03,5888.59,mustard,patna
2025-08-04,5880.37,mustard,patna
2025-08-05,5802.99,mustard,patna
2025-08-06,5795.94,mustard,patna
2025-08-07,5800.53,mustard,patna
2025-08-08,5757.41,mustard,patna
2025-08-09,5692.85,mustard,patna
2025-08-10,5787.49,mustard,patna
2025-08-11,5745.83,mustard,patna
2025-08-12,5630.78,mustard,patna
2025-08-13,5671.19,mustard,patna
2025-08-14,5657.67,mustard,patna
2025-08-15,5665.42,mustard,patna
2025-08-16,5588.45,mustard,patna
2025-08-17,5571.46,mustard,patna
2025-08-18,5678.15,mustard,patna
2025-08-19,5574.5,mustard,patna
2025-08-20,5660.8,mustard,patna
2025-08-21,5675.32,mustard,patna
2025-08-22,5710.37,mustard,patna
2025-08-23,5758.3,mustard,patna
2025-08-24,5861.9,mustard,patna
2025-08-25,5716.77,mustard,patna
2025-08-26,5883.73,mustard,patna
2025-08-27,5726.95,mustard,patna
2025-08-28,5969.07,mustard,patna
2025-08-29,5804.03,mustard,patna
2025-08-30,6070.14,mustard,patna
2025-08-31,5929.54,mustard,patna
2025-09-01,6031.38,mustard,patna
2025-09-02,6023.83,mustard,patna
2025-09-03,5938.34,mustard,patna
2025-09-04,5935.3,mustard,patna
2025-09-05,5896.86,mustard,patna
2025-09-06,5969.8,mustard,patna
2025-09-07,5883.46,mustard,patna
2025-09-08,5839.64,mustard,patna
2025-09-09,5890.99,mustard,patna
2025-09-10,5788.85,mustard,patna
2025-09-11,5798.02,mustard,patna
2025-09-12,5802.23,mustard,patna
2025-09-13,5744.57,mustard,patna
2025-09-14,5740.64,mustard,patna
2025-09-15,5844.78,mustard,patna
2025-09-16,5747.2,mustard,patna
2025-09-17,5742.37,mustard,patna
2025-09-18,5761.87,mustard,patna
2025-09-19,5811.23,mustard,patna
2025-09-20,5749.02,mustard,patna
2025-09-21,5853.23,mustard,patna
2025-09-22,5870.98,mustard,patna
2025-09-23,5788.0,mustard,patna
2025-09-24,6015.69,mustard,patna
2025-09-25,6027.96,mustard,patna
2025-09-26,5932.99,mustard,patna
2025-09-27,5942.36,mustard,patna
2025-09-28,6040.35,mustard,patna
2025-09-29,5968.85,mustard,patna
2025-09-30,6136.83,mustard,patna
2025-10-01,6045.12,mustard,patna
2025-10-02,6163.5,mustard,patna
2025-10-03,6026.69,mustard,patna
2025-10-04,6058.17,mustard,patna
2025-10-05,6121.39,mustard,patna
2025-10-06,6017.02,mustard,patna
2025-10-07,6029.49,mustard,patna
2025-10-08,6052.01,mustard,patna
2025-10-09,5937.51,mustard,patna
2025-10-10,5874.84,mustard,patna
2025-10-11,5841.29,mustard,patna
2025-10-12,5933.17,mustard,patna
2025-10-13,5905.33,mustard,patna
2025-10-14,5929.39,mustard,patna
2025-10-15,5847.87,mustard,patna
2025-10-16,5781.55,mustard,patna
2025-10-17,5733.75,mustard,patna
2025-10-18,6029.41,mustard,patna
2025-10-19,5914.54,mustard,patna
2025-10-20,5911.85,mustard,patna
2025-10-21,5942.59,mustard,patna
2025-10-22,5874.78,mustard,patna
2025-10-23,5938.3,mustard,patna
2025-10-24,6107.54,mustard,patna
2025-10-25,6077.47,mustard,patna
2025-10-26,6027.64,mustard,patna
2025-10-27,6028.18,mustard,patna
2025-10-28,6089.92,mustard,patna
2025-10-29,6119.29,mustard,patna
2025-10-30,6262.74,mustard,patna
2025-10-31,6147.62,mustard,patna
2025-11-01,6094.79,mustard,patna
2025-11-02,6153.53,mustard,patna
2025-11-03,6162.37,mustard,patna
2025-11-04,6063.52,mustard,patna
2025-11-05,6137.91,mustard,patna
2025-11-06,6160.73,mustard,patna
2025-11-07,6077.95,mustard,patna
2025-11-08,6001.34,mustard,patna
2025-11-09,5990.89,mustard,patna
2025-11-10,5904.66,mustard,patna
2025-11-11,5966.72,mustard,patna
2025-11-12,5972.64,mustard,patna
2025-11-13,5891.87,mustard,patna
2025-11-14,6038.37,mustard,patna
2025-11-15,5971.11,mustard,patna
2025-11-16,5830.37,mustard,patna
2025-11-17,5838.54,mustard,patna
2025-11-18,5894.27,mustard,patna
2025-11-19,6052.16,mustard,patna
2025-11-20,6036.05,mustard,patna
2025-11-21,6101.05,mustard,patna
2025-11-22,6039.25,mustard,patna
2025-11-23,6055.24,mustard,patna
2025-11-24,6026.16,mustard,patna
2025-11-25,6140.78,mustard,patna
